No,Nama,Rating,Comments,links
193,Kacamata Thug Life Mosaic Pria/Wanita,3,penyangganya kadang lepas,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
194,Kacamata Thug Life Mosaic Pria/Wanita,3,Pesanan tidak sesuai,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
195,Kacamata Thug Life Mosaic Pria/Wanita,2,Yang dipesan kacamata yang datang sarungnya doang.,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
196,Kacamata Thug Life Mosaic Pria/Wanita,2,ini tidak sesuai dengan keinginan,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
197,Kacamata Thug Life Mosaic Pria/Wanita,4,Bahan plastik . anak ku senang sekali kacamatanya dtg . makasih seller dan kurirnya semoga tetap jaga selalu,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
198,Kacamata Thug Life Mosaic Pria/Wanita,4,ini pas banget di pake nya dan nyaman,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
199,Kacamata Thug Life Mosaic Pria/Wanita,1,pesen kaca mata yg dtg cmn sarung gak amanah ni toko dasar penipu,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
200,Kacamata Thug Life Mosaic Pria/Wanita,5,Luar biasa sesuai menarik dan seneng banget anak saya top,https://shopee.co.id/PL-WW001-%E2%9C%A8PROMO%E2%9C%A8-K302-Kacamata-Thug-Life-Mosaic-Pria-Wanita-Fashion-Murah-Batam-Sunglasses-Import-i.610272037.15214298713?sp_atk=6780159f-f26c-4433-b28c-a707505fd84b&xptdk=6780159f-f26c-4433-b28c-a707505fd84b
201,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,3,sesuai harga lah .gk berat dipakai juga ok . tpi ketika dipakai .wrnanya tidak terlalu hitam,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
202,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,3,Dengan harga segitu wajar sihh kita ng perlu ekspektasi lebih . ini aja lain yang dipesan yg datang malah beda. Yang datang malah kacamata anak bukan untuk dewasa. Itsokay lah pelajaran untuk kedepannya,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
203,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,3,Kualitas sih oke bagus . cmn sayang nya Kaca nya gelap buangets... Jd gak nyaman make nya,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
204,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,3,Kualitas produk nya ya standar .sesuai dgn harga yg murah meriahh,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
205,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,2,Yg ini lensanya sudah lepas yg warna coklat yg hitam bagus suka bgt . . gagang kacamatanya bagus,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
206,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,2,Padahal mesan nya 3 item tapi yang di kirim cuma satu. Maaf banget ngasih bintang nya sedikit. ,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
207,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,4,Kacamata nya bagus . tp sayang yg item retak. Lain kali kalo kemas di dobelin bublewarp dong barang nya yg mudah pecah. Sayang bgt padahal,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
208,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,4,Barang bagus . packing aman . pengiriman termasuk lama . pokoknya puas belanja di toko ini  . next order disini lagi . thanks seller pertahankan pelayanannya,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
209,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,1,Penjual mengecewakan . tidak bisa cancel padahal saya mau order lgi . ganti warna juga ga bisa padahal harga sama . ribet penjualnya,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
210,Korean Fashion Bulat Mata Kucing Kacamata Hitam Wanita/Pria Sunglasses,5,Kualitas baik sesuai harga . pengiriman dan pengemasan sangat cepat . seller amanah . baik . dan respond cepat,https://shopee.co.id/%EF%BC%BBBayar-di-Tempat%EF%BC%BDKorean-Fashion-Bulat-Mata-Kucing-Kacamata-Hitam-Wanita-Pria-Sunglasses-i.28824240.4250400532?sp_atk=49376fd9-ce6f-4fd7-9793-7217ca011577&xptdk=49376fd9-ce6f-4fd7-9793-7217ca011577
