No,Nama,Rating,Comments,links
1,Frame kacamata cat eye wanita (4 Variansi Lensa),3,Ga enakin bgt dipake nya biasa kalo beli kacamata ditoko lain minus 3 .25 selalu enakin dipakenya. Ini pusing bgt dipakenya parah kacamata nya jg bener² ga enakin dan gak nyaman dipakenya,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
2,Frame kacamata cat eye wanita (4 Variansi Lensa),3,Barang lumayan Bagus ya . cuman pengemasan 3hari. Paket diperjalanan 4hari. Total hampir seminggu. Seperti belanja d luar negri,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
3,Frame kacamata cat eye wanita (4 Variansi Lensa),3,Sayangnya frame sebelah kanan sudah lecet2 dan dipakainya merosot trus kurang kencang atau kurang megang,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
4,Frame kacamata cat eye wanita (4 Variansi Lensa),3,Bahan bagus pengiriman cepat . dapet wadah lap sama air pembersih kacamata,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
5,Frame kacamata cat eye wanita (4 Variansi Lensa),2,Baru seminggu dipake udah patah aja huhuhu,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
6,Frame kacamata cat eye wanita (4 Variansi Lensa),2,kacamatanya bagus . tp lensanya bikin pusing. ditanyain ke seller katanya adaptasi saja. kayanya minus lensanya kurang. padahal saya beli 2 kacamata di waktu yg sama namun tempat lain . dan di kacamata yg lainnya tak ada masalah dengan lensa minusnya.,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
7,Frame kacamata cat eye wanita (4 Variansi Lensa),4,Barang yg di pesan lengkap . sesuai dengan pesanan juga. Pengemasan & pengirimannnya lumayan. Tdk ada yg kurang maupun lebih. Terimakasih seller . belum di coba dibawah matahari dan layar laptop.,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
8,Frame kacamata cat eye wanita (4 Variansi Lensa),4,kacamatanya bagus banget . pengiriman juga cepet cuma ada minus dibagian telinganya agak patah sedikit jadi copot terus . overall bagus kok cuma diperhatiin lagi ya min :'),https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
9,Frame kacamata cat eye wanita (4 Variansi Lensa),1,Pemasangan lensa tidak rapi tidak nyaman di gunakan frame ringkih ..nyesel sii,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
10,Frame kacamata cat eye wanita (4 Variansi Lensa),5,Bagus banget kacamatanya simple tapi elegan pas udh dipake jadi bagus banget suka banget,https://shopee.co.id/(COD)-Frame-kacamata-cat-eye-wanita-GRATIS-Lensa-MINUS-Photocromic-minus-anti-radiasi-Kacamata-hitam-kacamata-fashion-i.616518273.14354284514
11,Frame kacamata Lentur(Paket frame+lensa),3,Barang sesuai yang di foto . Modelnya bagus . tapi sayang Pas di pakai Longgar Banget jadi kurang nyaman dipakai . nunduk aja bisa aja jatuh . Gagangnya juga gampang terkelupas . soalnya sudah ada goresan. Next nya lebih diperhatiin.,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
12,Frame kacamata Lentur(Paket frame+lensa),3,pengiriman supeeeeeerrŕr lamaaa....kapok dah,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
13,Frame kacamata Lentur(Paket frame+lensa),3,Ada baret dilensa nya,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
14,Frame kacamata Lentur(Paket frame+lensa),3,Tangkai nya menurut saya kurang kokoh . trs pas pemotongang kaca sedikit sekali kurang rapi . . . . tapi kalo di nilai keseluruhan ya 80 lah... puas dengan barang nya . . . . cuma pengiriman nya menurut saya lama . mungkin karna gratis ongkir jadi lama,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
15,Frame kacamata Lentur(Paket frame+lensa),2,kaca mata depan nya gak pas ada yang terlalu maju kali ada yang bengkok  . habis itu gagang kaca mata gak simetris jadi kelihatan mireng kalo di pake..,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
16,Frame kacamata Lentur(Paket frame+lensa),2,agak kurang pas waktu dipake,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
17,Frame kacamata Lentur(Paket frame+lensa),4,cepet sampainya karna sama2 di priok tp sayang kacamatanya miring jd di pakai tidak nyaman hrs ke optik lg minta tolong benerin selebihnya good,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
18,Frame kacamata Lentur(Paket frame+lensa),4,Penjualnya cepat respon terimakasih barangnya bagus,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
19,Frame kacamata Lentur(Paket frame+lensa),1,Kekecilan bgt,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
20,Frame kacamata Lentur(Paket frame+lensa),5,Mantap dapat lap dan cairan pembersihnya . untuk photocromicnya belum dicoba,https://shopee.co.id/Frame-kacamata-LENTUR-(Paket-frame-lensa)-kacamata-photocromic-minus-kacamata-antiradiasi-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-pria-wanita-kacamata-photocromic-kacamata-minus-kacamata-2127-i.616518273.15048739385?sp_atk=2a557581-f358-47a6-9b3c-54484751c64d&xptdk=2a557581-f358-47a6-9b3c-54484751c64d
21,Frame kacamata wanita (Paket frame+lensa),3,Frame nya bagus. Sayangnya agak miring waktu dipake.,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
22,Frame kacamata wanita (Paket frame+lensa),3,kurang rapih lem antara frame sama kacanya terus kacanya juga ada yang gompal,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
23,Frame kacamata wanita (Paket frame+lensa),3,Suka si tp berat bgt. Dan blm lama pake pdhal gak jatoh gak apa eh Retak bagian frame nya. Pengirimannya lama bgt. Sampe emosi. Dr pihak penjual dan pihak expedisi juga lama. Pdhal pake yg nextday bayar 18rb . Gak pake yg gratis ongkiran.,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
24,Frame kacamata wanita (Paket frame+lensa),3,Berat kalu di pake . sama ternyata frame kacamata ada goldnya . saya kira bener2 bening,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
25,Frame kacamata wanita (Paket frame+lensa),2,Kacamatanya bagus . lensa juga photocromic. Tapi minus yang saya pesan dan yang datang beda . dipakai pun ga keliatan sama sekali. setelah saya bawa ke optik dan di cek ternyata beneran bukan minus 4. ,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
26,Frame kacamata wanita (Paket frame+lensa),2,bagus . tapi ada karat dibagian yg di foto . pengiriman lama bgt . warna yg dikirim dengan yg dipesan beda . di gambar abu2 muda di kirim abu2 tua,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
27,Frame kacamata wanita (Paket frame+lensa),4,kacamatanya enteng . tapi ini ga terlihat murahan . kacamatanya pas dimuka aku . framenya terbuat dari plastik termasuk gagangnya . nosepadnya agak kendor tapi masih bisa dipakai dan gagangnya sedikit ga seimbang tpi saat dipakai masih nyaman,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
28,Frame kacamata wanita (Paket frame+lensa),4,Aga lama yaa . 6hari baru sampe. Bagus sih over all buat harga segitu . masih adaptasi jd aga mual pakenya hehe sukses trus ka,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
29,Frame kacamata wanita (Paket frame+lensa),1,sorry banget tadinya ngga mau kasih bintang 1 tapi karena sudah ajukan keluhan bahwa kacamata frame patah sebelah jadinya miring dan sudah kirim unboxing di wa tidak ada respon jadi terpaksa,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
30,Frame kacamata wanita (Paket frame+lensa),5,sesuai banget sama ekspetasi aku . kacamatanya benar-benar bagus . cantik elegan dan mewah juga. Pokoknya suka banget deh . pengirimannya juga cepat banget hanya satu hari.,https://shopee.co.id/Frame-kacamata-wanita-(Paket-frame-lensa)-kacamata-cat-eye-kacamata-minus-kacamata-anti-radiasi-lensa-photocromic-kacamata-wanita-hitam-kacamata-cat-eye-wanita-kacamata-murah-kacamata-fashion-kacamata-kekinian-kacamata-98525-cat-eye-i.616518273.15050664302
31,Frame kacamata fashion ,3,Kacamatanya bagus sih sukaaa . cuma air nya tumpah. Kacamata nya tempat nya juga basah . Dateng² bubble wrap nya basah juga bau air kacamata nya. Tolong kalo emang airnya kondisi tempatnya rusak ya di ganti ya kaa jangan di paksain di lakban gitu jadi basah semua ini  overall yg lain aman sih cuma karna airnya tumpah aja jadi bau kemana mana dan basah,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
32,Frame kacamata fashion ,3,maaf ya . aq pesen 6 semua warna .. yg dtg pink nya 2 ... lain x lebih hati hati yahhh.. dn kacamatanya bagus ko . sesuai dg lensa ku . gk ada yg knp knp eih.. kecewanya cm sama warna ... makasihh,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
33,Frame kacamata fashion ,3,bagus sebenernya tp warna dari kacamatanya ngestain di wajah dan juga di lap… udh terus aku semprot tp warnanya ttp luntur dan stain..,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
34,Frame kacamata fashion ,3,Masa gada photocromic nyaa padahal udh outdoor seharian,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
35,Frame kacamata fashion ,2,Kecewa . minus beda sebelah.. respon admin lama sekali..,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
36,Frame kacamata fashion ,2,Maksud hati komplain dulu di chat biar gak usah rating bintang satu. Sampe bulak balik 2x ke optik buat ngecek + videoin bukti kalo request-an lensa gak sesuai dan ada silinder.,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
37,Frame kacamata fashion ,4,Sumpah kaget banget dg barangnya yg begitu cuantiik nan bagus syekaleee frame'nya tebel. . .pokok intinya kagak kaleng² loh puas sekali loh aku,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
38,Frame kacamata fashion ,4,Pesanannya sesuai dengan foto produknya hanya ps pake lensa ga bisa dipakai jalan hanya bisa baca kl jalan pusing,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
39,Frame kacamata fashion ,1,Beli yg potocromic dikirim yg biasa . warna kaca tidak berubah ketika kena sinar matahari . pengiriman lama.,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
40,Frame kacamata fashion ,5,Bagus banget . proses pengerjaan cepat sekali . pengiriman cepat . respons penjual baik sekali... Highly recomend pokoknyaa... In shaa Allah gak bakal nyesel pesen dsni,https://shopee.co.id/Frame-kacamata-fashion-CAT-EYE-(paket-frame-lensa)-kacamata-minus-photocromic-kacamata-anti-radiasi-kacamata-fashion-kacamata-wanita-kacamata-cat-eye-wanita-kacamata-hitam-wanita-frame-kacamata-lensa-photocromic-lensa-minus-cat-eye-i.616518273.17933993400?xptdk=60ff710f-ad00-4255-b34c-f9943c9d87a2
41,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Kacamata ini tdk dikirim .tapi uangq tdk dikembalikan. ini aq mau pesan lagi bragk ditoko ini.tpi gmn solusinya ini mba,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
42,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Sebenarnya kacamata nya bagus tapi sayangnya gagangnya patah tapi gpp tidak usah return,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
43,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,aduh maap ya sebenarnya kacamatanya bagus untuk harga segitu cuman yang sangat disayangkan kenapa bau kacamata nya  . sampe aku cuci masih ttp bau  . baunya seperti (pup bayi ) kalo menurut aku  . ada yang sama gasih kaya aku ? kaya kecewa aja sama baunya,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
44,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Buat harga segini cukup  . karna ga dapet tempat kacamata Dan kacamata pas dipake ada bau lem yg kecium . tp mudah2an lama lama ilang,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
45,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,2,Baru datang saya buka kacamata patah gak ada kardusnya jadi mudah patah,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
46,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,2,Tdnya g mau ksh bintang 2. Tp krn adminya lelet ga cekatan dlm proses keluhan ya yasyudahlah,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
47,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,4,Paket sudah datang pengiriman cepat  .barang y ok  .bagus harga terjangkau murah,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
48,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,4,Gak dapet koin . percuma penilaian,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
49,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,1,Ga bagussssss bangettt kacamatanya miring .trus ada bolongnya lagii  .ga sesuai realita zonk,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
50,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,5,Sesuai ekpetasi.. Liat testimoni bagus semua.. Nyata nya beneran bagus dgn hrga 11rb an aja.. Ga terlihat murah.. Wahh suka.. Packing nya juga aman,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
51,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Bagus banget sebenarnya tapi sayang kacanya retak pecah .,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
52,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Barangnya salah kirim yg sampai beda dengan yg dipoto untung yg datang lumayan bagus juga jadi ya sudahlah,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
53,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Bungkusnya gak bagus banget...dipake plastik doang... pengiriman nya lama...nyesel,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
54,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,3,Pas dateng bagian kanan kacamata retak dan bengkok gitu tp masih bisa dibenerin sih:( but overall baguss kokk!,https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
55,Kacamata Korea Fashion Sunglasses KM128 Kacamata Hitam Import Unisex Wanita/Pria,2,"Bagian kacanya kendur goyang"" . gagangnya ada karatnya gitu saya dari awal sudah bilang mau dipakai Sabtu saya tanya bisa kirim secepatnya atau engga bilangnya akan dikirim secepatnya dikemas lama banget. Dari awal bilang harusnya ga bisa kirim cepet.",https://shopee.co.id/(27AN.ID)-Kacamata-Korea-Fashion-Sunglasses-KM128-Kacamata-Hitam-Import-Unisex-Wanita-Pria-i.30687055.6262554113?sp_atk=0c05115d-1326-423a-a4e1-f48a6b4041ad&xptdk=0c05115d-1326-423a-a4e1-f48a6b4041ad
